,Percentile,Mean_Accuracy,Std_Accuracy
0,1,0.6202156862745098,0.05660424338412105
1,2,0.6310980392156863,0.0425946443738514
2,3,0.6219019607843138,0.05668559626834974
3,4,0.6220196078431373,0.06387253321896483
4,5,0.6339803921568626,0.04977689941623565
5,6,0.6309411764705882,0.054845615344267476
6,7,0.6330392156862745,0.04550492070683323
7,8,0.6350588235294117,0.04387005031771553
8,9,0.6399803921568628,0.03121473173237571
9,10,0.6449803921568628,0.039567364289288094
10,11,0.642921568627451,0.0530878469379093
11,12,0.6439607843137255,0.044752710252801066
12,13,0.6459803921568626,0.042948987560680704
13,14,0.6598039215686274,0.043516956352622815
14,15,0.6637450980392157,0.043066024077393995
15,16,0.6687647058823529,0.03369595720139983
16,17,0.6626666666666667,0.0479806125142179
17,18,0.6676862745098039,0.0469177460484989
18,19,0.6706862745098039,0.047974926970650957
19,20,0.6697450980392157,0.05142207237271714
20,21,0.6677647058823528,0.04300605717197789
21,22,0.6567843137254903,0.04634915879860115
22,23,0.6588235294117647,0.042674973960595275
23,24,0.6628235294117647,0.03719016046444289
24,25,0.6667843137254902,0.043147253743138506
25,26,0.6657843137254902,0.03874712723907472
26,27,0.665764705882353,0.04177236420625768
27,28,0.6638235294117647,0.03870294702499848
28,29,0.6647843137254902,0.04508424341418121
29,30,0.6648235294117646,0.041915882150690684
30,31,0.6718039215686276,0.04270314544966982
31,32,0.6748039215686275,0.037926176292045734
32,33,0.6747843137254901,0.04095234991396204
33,34,0.6798235294117647,0.0378313961263918
34,35,0.6827647058823529,0.034061984117408795
35,36,0.6807843137254902,0.037813968236243424
36,37,0.6786862745098039,0.03977619530808892
37,38,0.6817058823529412,0.03524419672141054
38,39,0.6797058823529412,0.03558834332614726
39,40,0.6787647058823529,0.033062573927242066
40,41,0.6747647058823529,0.03800190711335696
41,42,0.6777450980392157,0.03188928005204258
42,43,0.6746862745098039,0.03708956604310256
43,44,0.6727058823529412,0.044266572170936214
44,45,0.6697450980392157,0.039222455298152
45,46,0.6757254901960785,0.039402379138039276
46,47,0.6777254901960784,0.03276296330776388
47,48,0.6827450980392158,0.028363272058164295
48,49,0.6807254901960784,0.033147237155252134
49,50,0.6817058823529412,0.03491485221272637
50,51,0.6847058823529413,0.03478234625379485
51,52,0.6827058823529412,0.03323605181622272
52,53,0.6866470588235295,0.032552025611252144
53,54,0.6866470588235293,0.03255202561125215
54,55,0.6936274509803921,0.029652122453764935
55,56,0.6956078431372548,0.03117230210139528
56,57,0.6976274509803921,0.03513159202441491
57,58,0.696627450980392,0.038390414348887604
58,59,0.6936274509803921,0.03923325586811615
59,60,0.6916470588235294,0.035751416519633476
60,61,0.6926274509803921,0.036480728086517304
61,62,0.6916470588235294,0.03490220312760101
62,63,0.689607843137255,0.041702798635960985
63,64,0.6926274509803922,0.037888035947695346
64,65,0.6945882352941177,0.04332926961692674
65,66,0.6916862745098039,0.0368205014520695
66,67,0.6985686274509805,0.04044514419038846
67,68,0.697607843137255,0.037752894534745715
68,69,0.6926274509803921,0.03545499283210105
69,70,0.6926470588235294,0.03668000701013762
70,71,0.6896666666666667,0.03695067214870989
71,72,0.6946078431372549,0.03537161969997872
72,73,0.6966078431372549,0.033631086523878834
73,74,0.6956470588235294,0.031203318073940944
74,75,0.6956470588235293,0.02988093764339213
75,76,0.7006470588235294,0.0261036366472757
76,77,0.6986078431372549,0.03227065590599057
77,78,0.6976274509803921,0.030261890339508116
78,79,0.6966470588235294,0.0318017757550812
79,80,0.6906666666666665,0.034448050808960386
80,81,0.697607843137255,0.038006636543851044
81,82,0.6917058823529411,0.03509870193261943
82,83,0.6896470588235294,0.042670270897364124
83,84,0.694607843137255,0.039879504207357974
84,85,0.6936274509803921,0.038720128693136735
85,86,0.6975882352941177,0.041890086126049296
86,87,0.697607843137255,0.0371567127111669
87,88,0.6956078431372549,0.0388207762937478
88,89,0.6965686274509804,0.043587512011851653
89,90,0.6945882352941177,0.04141371430348418
90,91,0.6945882352941176,0.041701065385512784
91,92,0.6935882352941176,0.04119654505993249
92,93,0.6915686274509805,0.04402639800898458
93,94,0.6866274509803922,0.04613786738258327
94,95,0.6906078431372549,0.0425586372070667
95,96,0.6915490196078431,0.045891523300099074
96,97,0.6866078431372549,0.04350096668199867
97,98,0.6885882352941177,0.04578738285888093
98,99,0.689607843137255,0.0451308491050832
99,100,0.6876470588235295,0.040075188848534116
