Percentile,Mean_Accuracy,Std_Accuracy,Atlas,Matrix,FSM
1,0.5915882352941177,0.048647248499997735,BASC122,tangent,MI
2,0.5933333333333333,0.03708257357022717,BASC122,tangent,MI
3,0.5921372549019608,0.051236869924665064,BASC122,tangent,MI
4,0.5973921568627452,0.04790184841831868,BASC122,tangent,MI
5,0.5884705882352942,0.046256543537852066,BASC122,tangent,MI
6,0.5624705882352942,0.045771291761953374,BASC122,tangent,MI
7,0.5844313725490196,0.03805206979099431,BASC122,tangent,MI
8,0.6072549019607842,0.026917648201471717,BASC122,tangent,MI
9,0.5943921568627449,0.05127068182014153,BASC122,tangent,MI
10,0.6072745098039216,0.0513012115080284,BASC122,tangent,MI
11,0.6392549019607843,0.05567189817187131,BASC122,tangent,MI
12,0.6262745098039216,0.05025287840287295,BASC122,tangent,MI
13,0.6233529411764706,0.056878256843010074,BASC122,tangent,MI
14,0.6242549019607843,0.044674227699318586,BASC122,tangent,MI
15,0.6163529411764707,0.0622473022997673,BASC122,tangent,MI
16,0.6292549019607843,0.0477146136123121,BASC122,tangent,MI
17,0.6301568627450981,0.05573249945569124,BASC122,tangent,MI
18,0.6421764705882353,0.058783414426272634,BASC122,tangent,MI
19,0.6282941176470588,0.05817915363533535,BASC122,tangent,MI
20,0.6202941176470589,0.06280286862535825,BASC122,tangent,MI
21,0.6241372549019608,0.04686860657411475,BASC122,tangent,MI
22,0.6260392156862744,0.04610952642923013,BASC122,tangent,MI
23,0.6280196078431373,0.052843806609315216,BASC122,tangent,MI
24,0.6269411764705882,0.04475557953227188,BASC122,tangent,MI
25,0.6368823529411765,0.05255380794689704,BASC122,tangent,MI
26,0.6339019607843137,0.04373256339519736,BASC122,tangent,MI
27,0.6498039215686274,0.05334169484627794,BASC122,tangent,MI
28,0.6399411764705882,0.05520219378932481,BASC122,tangent,MI
29,0.6379411764705882,0.05491864242367397,BASC122,tangent,MI
30,0.6389411764705881,0.03790954246923639,BASC122,tangent,MI
31,0.652843137254902,0.044760308287597486,BASC122,tangent,MI
32,0.6578235294117648,0.039568457412332135,BASC122,tangent,MI
33,0.6627843137254902,0.042464794202208375,BASC122,tangent,MI
34,0.6598039215686274,0.03916280748613511,BASC122,tangent,MI
35,0.6688039215686276,0.030258459882546374,BASC122,tangent,MI
36,0.6728431372549019,0.031386302132510716,BASC122,tangent,MI
37,0.6557450980392157,0.04722927056881284,BASC122,tangent,MI
38,0.6657450980392157,0.032927874298312364,BASC122,tangent,MI
39,0.6708039215686274,0.026096330286854503,BASC122,tangent,MI
40,0.6796470588235294,0.040495755208749366,BASC122,tangent,MI
41,0.6726666666666666,0.040834358436394665,BASC122,tangent,MI
42,0.6756470588235295,0.04148593328485195,BASC122,tangent,MI
43,0.6706470588235294,0.04420418962748709,BASC122,tangent,MI
44,0.6705882352941177,0.04544825652904829,BASC122,tangent,MI
45,0.6834705882352942,0.05060677954683046,BASC122,tangent,MI
46,0.6895098039215687,0.045863767812956334,BASC122,tangent,MI
47,0.6905098039215687,0.043567480262336415,BASC122,tangent,MI
48,0.6845882352941176,0.03967177910896013,BASC122,tangent,MI
49,0.6925098039215687,0.04348918826958671,BASC122,tangent,MI
50,0.6786470588235294,0.03444774388582697,BASC122,tangent,MI
51,0.6845098039215686,0.04864863548669599,BASC122,tangent,MI
52,0.6865686274509805,0.04398124884429594,BASC122,tangent,MI
53,0.6805490196078431,0.04675472002563085,BASC122,tangent,MI
54,0.6834705882352942,0.05420276412324872,BASC122,tangent,MI
55,0.6774509803921569,0.058210069139053564,BASC122,tangent,MI
56,0.6795490196078431,0.04584253760992615,BASC122,tangent,MI
57,0.6767254901960784,0.035692851150080994,BASC122,tangent,MI
58,0.687607843137255,0.04146071824326267,BASC122,tangent,MI
59,0.6766862745098038,0.038358018229256455,BASC122,tangent,MI
60,0.6766470588235294,0.04115979587676167,BASC122,tangent,MI
61,0.6865294117647059,0.048534386752323015,BASC122,tangent,MI
62,0.6755686274509805,0.04721666339943911,BASC122,tangent,MI
63,0.6735882352941175,0.04608460951489896,BASC122,tangent,MI
64,0.6804705882352942,0.05347675352910181,BASC122,tangent,MI
65,0.6844117647058824,0.056568151695420114,BASC122,tangent,MI
66,0.6844705882352942,0.05217593636204021,BASC122,tangent,MI
67,0.6834509803921568,0.055552739644129816,BASC122,tangent,MI
68,0.6795294117647058,0.051675219740758435,BASC122,tangent,MI
69,0.6854901960784312,0.05317826360560912,BASC122,tangent,MI
70,0.6795490196078431,0.04975264072906653,BASC122,tangent,MI
71,0.6795294117647058,0.05468213695073945,BASC122,tangent,MI
72,0.6795686274509803,0.05037848292391034,BASC122,tangent,MI
73,0.6835294117647059,0.05276470223912666,BASC122,tangent,MI
74,0.6815686274509803,0.05192029499059885,BASC122,tangent,MI
75,0.6815098039215687,0.059703100485757485,BASC122,tangent,MI
76,0.6775882352941178,0.05366255437832574,BASC122,tangent,MI
77,0.6745686274509805,0.05778129296082364,BASC122,tangent,MI
78,0.6756274509803923,0.05697055702335147,BASC122,tangent,MI
79,0.6825882352941177,0.056508892237954765,BASC122,tangent,MI
80,0.6855294117647059,0.055785454345828815,BASC122,tangent,MI
81,0.6855490196078431,0.055379370379148654,BASC122,tangent,MI
82,0.6735686274509805,0.05505090440787115,BASC122,tangent,MI
83,0.6825294117647059,0.05495609725874928,BASC122,tangent,MI
84,0.6825294117647058,0.05731178010154896,BASC122,tangent,MI
85,0.6775490196078431,0.0593051038945477,BASC122,tangent,MI
