Percentile,Mean_Accuracy,Std_Accuracy,Atlas,Matrix,FSM
86,0.6499411764705881,0.039380052601134585,BASC064,tangent,f_class
87,0.6549019607843137,0.038468069714287116,BASC064,tangent,f_class
88,0.6559019607843137,0.038487898605929986,BASC064,tangent,f_class
89,0.6618627450980392,0.04635040718331617,BASC064,tangent,f_class
90,0.6549019607843138,0.0467443742541676,BASC064,tangent,f_class
91,0.6589019607843136,0.03819869540497504,BASC064,tangent,f_class
92,0.6539411764705882,0.04005479234561151,BASC064,tangent,f_class
93,0.6539215686274511,0.03749868637965767,BASC064,tangent,f_class
94,0.6618823529411765,0.041297785808067,BASC064,tangent,f_class
95,0.670843137254902,0.04484113098558205,BASC064,tangent,f_class
96,0.6598823529411765,0.04402676477912692,BASC064,tangent,f_class
97,0.658843137254902,0.048643454830105716,BASC064,tangent,f_class
98,0.6539411764705882,0.0473749553018265,BASC064,tangent,f_class
99,0.6629019607843137,0.04714451348635031,BASC064,tangent,f_class
100,0.6639019607843137,0.048457518543790094,BASC064,tangent,f_class
